id,source,channel,url,published,modified,section,keywords,authors,title,canonical_url,success,error_msg,url_id
1235,newsmed,rss,https://www.news-medical.net/news/20210415/Study-may-lead-to-new-therapies-for-patients-suffering-from-Duchenne-muscular-dystrophy.aspx,2021-04-15 05:48:00+00:00,2021-04-15 05:49:00+00:00,Medical,"Duchenne Muscular Dystrophy, Muscular Dystrophy, Blood, Cell, Chronic, Education, Eosinophilia, Fibrosis, Gene, Gene Expression, Genes, Inflammation, Medicine, Microscopy, Muscle, Physiology, Quadriceps, students","Emily Henderson, B.Sc.",Study may lead to new therapies for patients suffering from Duchenne muscular dystrophy,https://www.news-medical.net/news/20210415/Study-may-lead-to-new-therapies-for-patients-suffering-from-Duchenne-muscular-dystrophy.aspx,True,,1281.0
1129,newsmed,rss,https://www.news-medical.net/news/20210412/High-SARS-CoV-2-vaccine-effectiveness-in-California-even-with-variants.aspx,2021-04-13 03:30:00+00:00,2021-04-13 03:30:00+00:00,Medical,"SARS, SARS-CoV-2, Vaccine, Coronavirus, Coronavirus Disease COVID-19, Hygiene, Medicine, Public Health, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome","Sally Robertson, B.Sc.","High SARS-CoV-2 vaccine effectiveness in California, even with variants",https://www.news-medical.net/news/20210412/High-SARS-CoV-2-vaccine-effectiveness-in-California-even-with-variants.aspx,True,,1174.0
1533,newsmed,rss,https://www.news-medical.net/news/20210421/Listening-to-music-can-help-older-adults-sleep-better-finds-study.aspx,2021-04-22 01:25:00+00:00,2021-04-22 05:48:00+00:00,Medical,"Sleep, Aging, Coffee, Education, Geriatrics, Healthcare, Hospital, Insomnia, Music Therapy, Research","Emily Henderson, B.Sc.","Listening to music can help older adults sleep better, finds study",https://www.news-medical.net/news/20210421/Listening-to-music-can-help-older-adults-sleep-better-finds-study.aspx,True,,1583.0
694,newsmed,rss,https://www.news-medical.net/news/20210401/Targeting-MCL-1-protein-could-pave-way-to-new-treatments-for-breast-cancer.aspx,2021-04-01 10:53:00+00:00,2021-04-01 10:53:00+00:00,Medical,"Breast Cancer, Cancer, Protein, Apoptosis, Drugs, Research","Dr. Priyom Bose, Ph.D.",Targeting MCL-1 protein could pave way to new treatments for breast cancer,https://www.news-medical.net/news/20210401/Targeting-MCL-1-protein-could-pave-way-to-new-treatments-for-breast-cancer.aspx,True,,727.0
1526,newsmed,rss,https://www.news-medical.net/news/20210421/Animal-study-shows-how-chemical-compound-in-Indian-Long-Pepper-works-against-glioblastoma.aspx,2021-04-22 00:37:00+00:00,2021-04-22 00:37:00+00:00,Medical,"Brain, Brain Cancer, Cancer, Cell, Compound, Electron, Electron Microscopy, Glioblastoma, Hospital, Ion, Laboratory, Medicine, Microscopy, Pharmacology, Protein, Research, Tumor","Emily Henderson, B.Sc.",Animal study shows how chemical compound in Indian Long Pepper works against glioblastoma,https://www.news-medical.net/news/20210421/Animal-study-shows-how-chemical-compound-in-Indian-Long-Pepper-works-against-glioblastoma.aspx,True,,1576.0
1210,newsmed,rss,https://www.news-medical.net/news/20210414/Updated-Moderna-vaccines-neutralize-South-African-SARS-CoV-2-variant-in-mice.aspx,2021-04-15 02:52:00+00:00,2021-04-15 02:52:00+00:00,Medical,"SARS, SARS-CoV-2, ACE2, Antibody, Coronavirus, Coronavirus Disease COVID-19, Efficacy, Protein, Receptor, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Syndrome, Vaccine, Virus","Sally Robertson, B.Sc.",Updated Moderna vaccines neutralize South African SARS-CoV-2 variant in mice,https://www.news-medical.net/news/20210414/Updated-Moderna-vaccines-neutralize-South-African-SARS-CoV-2-variant-in-mice.aspx,True,,1256.0
560,newsmed,rss,https://www.news-medical.net/news/20210320/Joint-project-aims-to-establish-automated-system-for-SARS-CoV-2-analysis-in-wastewater.aspx,2021-03-21 03:39:00+00:00,2021-03-21 03:39:00+00:00,Medical,"SARS, SARS-CoV-2, Coronavirus, Epidemiology, Gene, Genome, Infectious Diseases, pH, Research, Viral Disease, Virus","Emily Henderson, B.Sc.",Joint project aims to establish automated system for SARS-CoV-2 analysis in wastewater,https://www.news-medical.net/news/20210320/Joint-project-aims-to-establish-automated-system-for-SARS-CoV-2-analysis-in-wastewater.aspx,True,,590.0
852,newsmed,rss,https://www.news-medical.net/news/20210406/Study-discovers-how-microcephaly-and-blindness-may-develop-in-Zika-infected-fetuses.aspx,2021-04-07 00:22:00+00:00,2021-04-07 00:22:00+00:00,Medical,"Biochemistry, Blindness, Cell, Cell Division, Drugs, Genetic, Kinesin, Medicine, Microcephaly, Molecular Biology, Protein, Research, Syndrome, Virus, Zika Virus","Emily Henderson, B.Sc.",Study discovers how microcephaly and blindness may develop in Zika-infected fetuses,https://www.news-medical.net/news/20210406/Study-discovers-how-microcephaly-and-blindness-may-develop-in-Zika-infected-fetuses.aspx,True,,889.0
775,newsmed,rss,https://www.news-medical.net/news/20210405/Study-explores-the-implications-of-online-social-endorsement-for-encouraging-Covid-19-vaccination.aspx,2021-04-05 04:29:00+00:00,2021-04-05 06:09:00+00:00,Medical,"Coronavirus, Diet, Public Health, Research, Vaccine","Emily Henderson, B.Sc.",Study explores the implications of online social endorsement for encouraging Covid-19 vaccination,https://www.news-medical.net/news/20210405/Study-explores-the-implications-of-online-social-endorsement-for-encouraging-Covid-19-vaccination.aspx,True,,812.0
1499,newsmed,rss,https://www.news-medical.net/news/20210421/Research-offers-new-insights-on-the-significance-of-hyperinflammation-following-SARS-COV-2-infection.aspx,2021-04-21 11:21:00+00:00,2021-04-21 11:24:00+00:00,Medical,"Inflammation, Cytokine, Immune System, Research","Emily Henderson, B.Sc.",Research offers new insights on the significance of hyperinflammation following SARS-COV-2 infection,https://www.news-medical.net/news/20210421/Research-offers-new-insights-on-the-significance-of-hyperinflammation-following-SARS-COV-2-infection.aspx,True,,1549.0
1538,newsmed,rss,https://www.news-medical.net/news/20210421/Maintaining-swimming-pools-in-line-with-UK-guidelines-eliminates-SARS-CoV-2-risk.aspx,2021-04-22 01:48:00+00:00,2021-04-22 01:48:00+00:00,Medical,"SARS, SARS-CoV-2, Swimming, Assay, Cell, Coronavirus, Coronavirus Disease COVID-19, Pandemic, pH, Public Health, Research, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Swimming Pool, Syndrome, Virus","Sally Robertson, B.Sc.",Maintaining swimming pools in line with UK guidelines eliminates SARS-CoV-2 risk,https://www.news-medical.net/news/20210421/Maintaining-swimming-pools-in-line-with-UK-guidelines-eliminates-SARS-CoV-2-risk.aspx,True,,1588.0
810,newsmed,rss,https://www.news-medical.net/news/20210405/Contraception-counseling-pregnancy-planning-are-necessary-to-optimize-health-of-women-with-heart-disease.aspx,2021-04-06 01:20:00+00:00,2021-04-06 01:20:00+00:00,Medical,"Contraceptive, Heart, Heart Disease, Cardiology, Cardiovascular Disease, Contraception, Mortality, Obstetrics, Pregnancy, Research","Emily Henderson, B.Sc.","Contraception counseling, pregnancy planning are necessary to optimize health of women with heart disease",https://www.news-medical.net/news/20210405/Contraception-counseling-pregnancy-planning-are-necessary-to-optimize-health-of-women-with-heart-disease.aspx,True,,847.0
984,newsmed,rss,https://www.news-medical.net/news/20210408/New-tool-helps-measure-communication-development-in-youth-with-Down-syndrome.aspx,2021-04-08 22:01:00+00:00,2021-04-08 22:45:00+00:00,Medical,"Down Syndrome, Language, Syndrome, Disability, Genetic, Psychiatry, Speech","Emily Henderson, B.Sc.",New tool helps measure communication development in youth with Down syndrome,https://www.news-medical.net/news/20210408/New-tool-helps-measure-communication-development-in-youth-with-Down-syndrome.aspx,True,,1026.0
1014,newsmed,rss,https://www.news-medical.net/news/20210409/Effective-response-to-HIV-and-COVID-19-pandemics-requires-accelerated-research.aspx,2021-04-09 04:29:00+00:00,2021-04-09 04:29:00+00:00,Medical,"HIV, Research, AIDS, Allergy, Chronic, Health Care, HIV/AIDS, Infectious Diseases, Medical Research, Pandemic, SARS, SARS-CoV-2","Emily Henderson, B.Sc.",Effective response to HIV and COVID-19 pandemics requires accelerated research,https://www.news-medical.net/news/20210409/Effective-response-to-HIV-and-COVID-19-pandemics-requires-accelerated-research.aspx,True,,1056.0
1053,newsmed,rss,https://www.news-medical.net/news/20210409/Study-uncovers-molecular-reason-why-fecal-transplants-effectively-treat-C-difficile-infections.aspx,2021-04-10 00:50:00+00:00,2021-04-10 01:17:00+00:00,Medical,"C. Diff, Research, Bacteria, Blood, Clostridium, Clostridium Difficile, Diarrhoea, Drugs, Gastroenterology, MicroRNA, RNA, Toxins, Transplant","Emily Henderson, B.Sc.",Study uncovers molecular reason why fecal transplants effectively treat C. difficile infections,https://www.news-medical.net/news/20210409/Study-uncovers-molecular-reason-why-fecal-transplants-effectively-treat-C-difficile-infections.aspx,True,,1098.0
1228,newsmed,rss,https://www.news-medical.net/news/20210415/New-wireless-implant-can-help-measure-oxygen-levels-deep-inside-the-body.aspx,2021-04-15 05:21:00+00:00,2021-04-15 05:23:00+00:00,Medical,"Oxygen, Biochemistry, Blood, Electromagnetic, Imaging, Implants, pH, Skin, Surgery, Transplant, Ultrasound","Emily Henderson, B.Sc.",New wireless implant can help measure oxygen levels deep inside the body,https://www.news-medical.net/news/20210415/New-wireless-implant-can-help-measure-oxygen-levels-deep-inside-the-body.aspx,True,,1274.0
650,newsmed,rss,https://www.news-medical.net/news/20210330/New-machine-learning-technique-reveals-mutational-signatures-in-cancer-patients.aspx,2021-03-30 23:43:00+00:00,2021-03-30 23:43:00+00:00,Medical,"Cancer, Aging, Alcohol, Artificial Intelligence, Cancer Prevention, Cell, DNA, Genetic, Machine Learning, Obesity, Oncology, pH, Public Health, Research, Smoking","Emily Henderson, B.Sc.",New machine learning technique reveals mutational signatures in cancer patients,https://www.news-medical.net/news/20210330/New-machine-learning-technique-reveals-mutational-signatures-in-cancer-patients.aspx,True,,681.0
1209,newsmed,rss,https://www.news-medical.net/news/20210414/Study-sheds-light-on-reduced-neutralization-of-SARS-CoV-2-variants-of-concern.aspx,2021-04-15 02:29:00+00:00,2021-04-15 02:29:00+00:00,Medical,"SARS, SARS-CoV-2, ACE2, Angiotensin, Angiotensin-Converting Enzyme 2, Antibodies, Antibody, binding affinity, Cell, Coronavirus, Coronavirus Disease COVID-19, Enzyme, Immune Response, Mutation, Pandemic, Protein, Public Health, Receptor, Research, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Syndrome, Virus","Sally Robertson, B.Sc.",Study sheds light on reduced neutralization of SARS-CoV-2 variants of concern,https://www.news-medical.net/news/20210414/Study-sheds-light-on-reduced-neutralization-of-SARS-CoV-2-variants-of-concern.aspx,True,,1255.0
1766,newsmed,rss,https://www.news-medical.net/news/20210427/Big-investors-push-nursing-homes-to-upgrade-care-and-working-conditions.aspx,2021-04-27 10:46:00+00:00,2021-04-27 10:46:00+00:00,Medical,"Nursing, Health Care, heat, Infection Control, Pandemic","Emily Henderson, B.Sc.",Big investors push nursing homes to upgrade care and working conditions,https://www.news-medical.net/news/20210427/Big-investors-push-nursing-homes-to-upgrade-care-and-working-conditions.aspx,True,,1816.0
1736,newsmed,rss,https://www.news-medical.net/news/20210426/Study-finds-no-evidence-to-support-link-between-ABO-blood-group-and-COVID-19-risk.aspx,2021-04-27 02:31:00+00:00,2021-04-27 02:31:00+00:00,Medical,"Blood, Biomarker, Coronavirus, Coronavirus Disease COVID-19, Epidemiology, Infection Control, Mortality, Pandemic, Public Health, Research, Respiratory, SARS, SARS-CoV-2, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome","Sally Robertson, B.Sc.",Study finds no evidence to support link between ABO blood group and COVID-19 risk,https://www.news-medical.net/news/20210426/Study-finds-no-evidence-to-support-link-between-ABO-blood-group-and-COVID-19-risk.aspx,True,,1786.0
1398,newsmed,rss,https://www.news-medical.net/news/20210419/Report-highlights-the-effectiveness-of-collaborative-care-model-for-patients-with-dementia.aspx,2021-04-20 01:04:00+00:00,2021-04-20 01:04:00+00:00,Medical,"Dementia, Aging, Brain, Healthcare, Medicine, Research","Emily Henderson, B.Sc.",Report highlights the effectiveness of collaborative care model for patients with dementia,https://www.news-medical.net/news/20210419/Report-highlights-the-effectiveness-of-collaborative-care-model-for-patients-with-dementia.aspx,True,,1445.0
2269,guardian,rss,https://www.theguardian.com/world/2021/mar/03/japanese-billionaire-looking-for-people-who-push-the-envelope-for-moon-flight,2021-03-03 03:28:18+00:00,2021-03-03 18:59:02+00:00,World news,"Japan,The moon,SpaceX,Asia Pacific,Science,Space,World news",,Japanese billionaire looking for people who 'push the envelope' for moon flight,http://www.theguardian.com/world/2021/mar/03/japanese-billionaire-looking-for-people-who-push-the-envelope-for-moon-flight,True,,2439.0
2378,guardian,rss,https://www.theguardian.com/politics/live/2021/mar/17/uk-politics-live-dominic-raab-covid-coronavirus-dominic-cummings-latest-updates,2021-03-17 18:36:50+00:00,2021-03-18 09:15:34+00:00,Politics,"Politics,UK news,Coronavirus,Boris Johnson,Keir Starmer,PMQs,Dominic Raab,Dominic Cummings,House of Commons,Science","Andrew Sparrow, Maya Wolfe-Robinson, Rhi Storer, Lisa O'Carroll, Steven Morris, Dan Sabbagh",UK Covid: Matt Hancock plays down NHS warning of 'major contraction' in vaccine supply – as it happened,https://www.theguardian.com/politics/live/2021/mar/17/uk-politics-live-dominic-raab-covid-coronavirus-dominic-cummings-latest-updates,True,,2550.0
2395,guardian,rss,https://www.theguardian.com/science/2021/mar/20/tardigrades-natures-great-survivors,2021-03-20 17:00:31+00:00,2021-03-22 14:47:51+00:00,Science,"Biology,Animals,Space,Science",Michael Marshall,Tardigrades: nature's great survivors,http://www.theguardian.com/science/2021/mar/20/tardigrades-natures-great-survivors,True,,2572.0
2517,guardian,rss,https://www.theguardian.com/science/2021/apr/05/did-you-solve-it-tasty-buns-for-easter-eggheads,2021-04-05 16:00:06+00:00,2021-04-05 16:01:29+00:00,Science,"Mathematics,Mathematics,Education,Science",Alex Bellos,Did you solve it? Tasty buns for Easter eggheads,http://www.theguardian.com/science/2021/apr/05/did-you-solve-it-tasty-buns-for-easter-eggheads,True,,2694.0
2424,guardian,rss,https://www.theguardian.com/australia-news/audio/2021/mar/25/rick-morton-on-love-and-trauma,2021-03-24 16:30:03+00:00,2021-03-24 22:01:44+00:00,Australia news,"Health,Post-traumatic stress disorder,Mental health,Australia news,Psychology,Health,Books,Australian books,Men's health","Michael Williams, Laura Murphy-Oates, Ellen Leabeater, Joe Koning, Gabrielle Jackson, Miles Martignoni, Featuring Rick Morton",Rick Morton on love and trauma,https://www.theguardian.com/australia-news/audio/2021/mar/25/rick-morton-on-love-and-trauma,True,,2601.0
2396,guardian,rss,https://www.theguardian.com/world/2021/mar/20/canada-conservative-party-climate-change-real,2021-03-20 18:19:30+00:00,2021-03-21 14:26:08+00:00,World news,"Canada,Climate change,Climate change,Environment,Science,Americas,World news,Justin Trudeau",,Canadian Conservative party votes not to recognize climate crisis as real,http://www.theguardian.com/world/2021/mar/20/canada-conservative-party-climate-change-real,True,,2573.0
2639,guardian,rss,https://www.theguardian.com/politics/live/2021/apr/19/uk-covid-news-tories-coronavirus-stop-boris-johnson-campaigning-scotland-india-trip,2021-04-19 16:33:52+00:00,2021-04-20 08:26:22+00:00,Politics,"Coronavirus,Politics,UK news,Boris Johnson,Matt Hancock,Conservatives,Scotland,Scottish politics,Infectious diseases,India","Andrew Sparrow, Severin Carrell, Aamna Mohdin",UK Covid news: India added to England’s travel red list – as it happened,https://www.theguardian.com/politics/live/2021/apr/19/uk-covid-news-tories-coronavirus-stop-boris-johnson-campaigning-scotland-india-trip,True,,2816.0
2686,guardian,rss,https://www.theguardian.com/world/2021/apr/24/fears-covid-anxiety-syndrome-could-stop-people-reintegrating,2021-04-24 06:00:30+00:00,2021-04-24 06:00:30+00:00,World news,"Coronavirus,Obsessive-compulsive disorder,Mental health,Science,Research,World news,UK news,Society,Health,Higher education,Anxiety,London South Bank University,Education",Natalie Grover,Fears Covid anxiety syndrome could stop people reintegrating,http://www.theguardian.com/world/2021/apr/24/fears-covid-anxiety-syndrome-could-stop-people-reintegrating,True,,2863.0
2367,guardian,rss,https://www.theguardian.com/science/shortcuts/2021/mar/16/in-a-galaxy-far-far-away-the-supermassive-black-hole-wandering-through-space,2021-03-16 14:19:51+00:00,2021-03-16 18:34:39+00:00,Science,"Space,Science,Astronomy",,"In a galaxy far, far away? The supermassive black hole wandering through space",http://www.theguardian.com/science/shortcuts/2021/mar/16/in-a-galaxy-far-far-away-the-supermassive-black-hole-wandering-through-space,True,,2538.0
